Tipo,Name / Id,Index (Revision),Version,Maturity,Designation,English designation,Propietario,Project,Organization,Family Project,Route State,Approval Status,Assignee
Doc Plan,804802655R,---,2,Validated,PLAQUETTE PORTE,PLATE-DOOR,GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,8200212863,--J,9,Validated,RENFORT BANDEAU PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200212863,--K,10,Validated,RENFORT BANDEAU PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200212863,--L,11,Validated,RENFORT BANDEAU PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200212863,--M,12,Validated,RENFORT BANDEAU PORTE AV G,"REINF-FR DOOR FILLET,LH",ADMTE_TOUSR,ET_RENAULT,SYN,L90,,,
Doc Plan,8200212863,--A,1,Validated,RENFORT BANDEAU PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200212863,--B,2,Validated,RENFORT BANDEAU PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200212863,--C,3,Validated,RENFORT BANDEAU PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200212863,--D,4,Validated,RENFORT BANDEAU PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200212863,--E,5,Validated,RENFORT BANDEAU PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200212863,--F,6,Validated,RENFORT BANDEAU PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200212863,--G,7,Validated,RENFORT BANDEAU PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200212863,--H,8,Validated,RENFORT BANDEAU PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200212863,--N,14,Refused,RENFORT BANDEAU PORTE AV G,"REINF-FR DOOR FILLET,LH",py07384,ET_RENAULT,VEH,L90,Stopped,Approve|<br/>|<br/>Approve,ay24668|<br/>ay35525|<br/>ay12985
Doc Plan,8200212863,--N,15,Frozen,RENFORT BANDEAU PORTE AV G,"REINF-FR DOOR FILLET,LH",py07384,ET_RENAULT,VEH,L90,,,
Doc Plan,8200212863,--N,16,Validated,RENFORT BANDEAU PORTE AV G,"REINF-FR DOOR FILLET,LH",py07384,ET_RENAULT,VEH,L90,Finished,Approve|<br/>Approve|<br/>Approve,ay12985|<br/>ay35525|<br/>ay24668
Doc Plan,8200291743,--J,10,Validated,DOUBLURE BANDEAU PORTE AV G,TRIM-FR LH DOOR STRIP,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200291743,--K,11,Validated,DOUBLURE BANDEAU PORTE AV G,TRIM-FR LH DOOR STRIP,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200291743,--L,12,Validated,DOUBLURE BANDEAU PORTE AV G,TRIM-FR LH DOOR STRIP,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200291743,--M,13,Validated,DOUBLURE BANDEAU PORTE AV G,TRIM-FR LH DOOR STRIP,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200291743,--N,14,Validated,DOUBLURE BANDEAU PORTE AV G,TRIM-FR LH DOOR STRIP,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200291743,--A,1,Frozen,DOUBLURE BANDEAU PORTE AV G,TRIM-FR LH DOOR STRIP,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200291743,--A,2,Validated,DOUBLURE BANDEAU PORTE AV G,TRIM-FR LH DOOR STRIP,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200291743,--B,3,Validated,DOUBLURE BANDEAU PORTE AV G,TRIM-FR LH DOOR STRIP,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200291743,--C,4,Validated,DOUBLURE BANDEAU PORTE AV G,TRIM-FR LH DOOR STRIP,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200291743,--D,5,Validated,DOUBLURE BANDEAU PORTE AV G,TRIM-FR LH DOOR STRIP,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200291743,--E,6,Validated,DOUBLURE BANDEAU PORTE AV G,TRIM-FR LH DOOR STRIP,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200291743,--F,7,Validated,DOUBLURE BANDEAU PORTE AV G,TRIM-FR LH DOOR STRIP,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200291743,--G,8,Validated,DOUBLURE BANDEAU PORTE AV G,TRIM-FR LH DOOR STRIP,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200291743,--H,9,Validated,DOUBLURE BANDEAU PORTE AV G,TRIM-FR LH DOOR STRIP,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200212865,--E,5,Validated,RENFORT SERRURE PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200212865,--F,6,Validated,RENFORT SERRURE PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200212865,--H,9,Validated,RENFORT SERRURE PORTE AV G,"REINF-FR DOOR LATCH, LH",ADMTE_TOUSR,ET_RENAULT,SYN,L90,,,
Doc Plan,8200212865,--C,1,Validated,RENFORT SERRURE PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200212865,--D,2,Validated,RENFORT SERRURE PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200212865,--E,3,Frozen,RENFORT SERRURE PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200212865,--E,4,Frozen,RENFORT SERRURE PORTE AV G,NO VALUE,GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200212865,--G,7,Validated,RENFORT SERRURE PORTE AV G,NO VALUE,a032016,ET_RENAULT,SYN,L90,,,
Doc Plan,8200495981,--F,5,Validated,RENFORT CEINTURE PORTE AV G,REINF-FR LH DOOR WAISTLINE,ADMTE_TOUSR,ET_RENAULT,VEH,B90,,,
Doc Plan,8200495981,--G,6,Validated,RENFORT CEINTURE PORTE AV G,REINF-FR LH DOOR WAISTLINE,ADMTE_TOUSR,ET_RENAULT,VEH,B90,,,
Doc Plan,8200495981,--B,1,Validated,RENFORT CEINTURE PORTE AV G,REINF-FR LH DOOR WAISTLINE,GDGADM,ET_RENAULT,VEH,B90,,,
Doc Plan,8200495981,--C,2,Validated,RENFORT CEINTURE PORTE AV G,REINF-FR LH DOOR WAISTLINE,GDGADM,ET_RENAULT,VEH,B90,,,
Doc Plan,8200495981,--D,3,Validated,RENFORT CEINTURE PORTE AV G,REINF-FR LH DOOR WAISTLINE,GDGADM,ET_RENAULT,VEH,B90,,,
Doc Plan,8200495981,--E,4,Validated,RENFORT CEINTURE PORTE AV G,REINF-FR LH DOOR WAISTLINE,a032016,CAC,VEH,B90,,,
Doc Plan,8200495981,--H,7,Validated,RENFORT CEINTURE PORTE AV G,REINF-FR LH DOOR WAISTLINE,z009374,ET_RENAULT,VEH,B90,Finished,Approve|<br/>Approve,z006313|<br/>z008297
Doc Plan,8200495981,--J,8,Frozen,RENFORT CEINTURE PORTE AV G,REINF-FR LH DOOR WAISTLINE,z009374,ET_RENAULT,VEH,B90,,,
Doc Plan,8200495981,--J,9,Frozen,RENFORT CEINTURE PORTE AV G,REINF-FR LH DOOR WAISTLINE,z009374,ET_RENAULT,VEH,B90,,,
Doc Plan,8200495981,--J,10,Frozen,RENFORT CEINTURE PORTE AV G,REINF-FR LH DOOR WAISTLINE,z009374,ET_RENAULT,VEH,B90,,,
Doc Plan,8200495981,--J,11,Refused,RENFORT CEINTURE PORTE AV D,"REINF-FR DOOR OTR WAIST, RH",z009374,ET_RENAULT,VEH,B90,Stopped,Reject,z006313
Doc Plan,8200495981,--J,12,Validated,RENFORT CEINTURE PORTE AV D,"REINF-FR DOOR OTR WAIST, RH",z009374,ET_RENAULT,VEH,B90,Finished,Approve,z006313
Doc Plan,8200495981,--K,13,Validated,RENFORT CEINTURE PORTE AV D,"REINF-FR DOOR OTR WAIST, RH",z009374,ET_RENAULT,VEH,B90,Finished,Approve,z006313
Doc Plan,8200495981,--L,14,Validated,RENFORT CEINTURE PORTE AV D,"REINF-FR DOOR OTR WAIST, RH",z013754,ET_RENAULT,VEH,B90,Finished,Approve,z006313
Doc Plan,8200495981,--M,15,Validated,RENFORT CEINTURE PORTE AV D,"REINF-FR DOOR OTR WAIST, RH",z013754,ET_RENAULT,VEH,B90,Finished,Approve,z006313
Doc Plan,2DV797560R,---,1,Validated,RENFORT CEINTURE PORTE AV G,REINF-FR LH DOOR BELT,z013754,ET_RENAULT,VEH,X79,Finished,Approve,z006313
Doc Plan,2DV797560R,--A,2,Validated,RENFORT CEINTURE PORTE AV G,REINF-FR LH DOOR BELT,z013609,ET_RENAULT,VEH,X79,Finished,Approve,z006313
Doc Plan,2DV797560R,--B,3,Frozen,RENFORT CEINTURE PORTE AV G,REINF-FR LH DOOR BELT,z013609,ET_RENAULT,VEH,X79,,,
Doc Plan,2DV797560R,--B,4,Validated,RENFORT CEINTURE PORTE AV G,REINF-FR LH DOOR BELT,z013754,ET_RENAULT,VEH,X79,Finished,Approve,z006313
Doc Plan,8200495983,--D,5,Validated,RENFORT RETROVISEUR PORTE AV G,REINF-FR LH DOOR MIRROR,GDGADM,ET_RENAULT,SYN,B90,,,
Doc Plan,8200495983,---,1,Validated,RENFORT RETROVISEUR PORTE AV G,FRONT DOOR OUTSIDE MIRROR REINFORCER,GDGADM,ET_RENAULT,VEH,B90,,,
Doc Plan,8200495983,--A,2,Validated,RENFORT RETROVISEUR PORTE AV G,FRONT DOOR OUTSIDE MIRROR REINFORCER,GDGADM,ET_RENAULT,VEH,B90,,,
Doc Plan,8200495983,--C,3,Validated,RENFORT RETROVISEUR PORTE AV G,FRONT DOOR OUTSIDE MIRROR REINFORCER,GDGADM,ET_RENAULT,VEH,B90,,,
Doc Plan,801A99342R,---,1,Validated,RENFORT RETROVISEUR PORTE AV G,REINF-FR LH DOOR MIRROR,GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,7700412520,--B,3,Validated,AMORTISSANT MAGNETIQUE ADHESIF,NO VALUE,GDGADM,ET_RENAULT,SYN,X65,,,
Doc Plan,7700412520,--C,4,Validated,AMORTISSANT MAGNETIQUE ADHESIF,NO VALUE,GDGADM,ET_RENAULT,SYN,X65,,,
Doc Plan,7700412520,--D,8,Validated,AMORTISSANT MAGNETIQUE ADHESIF,NO VALUE,GDGADM,ET_RENAULT,SYN,X65,,,
Doc Plan,7700412520,--E,9,Validated,AMORTISSANT MAGNETIQUE ADHESIF,NO VALUE,GDGADM,ET_RENAULT,SYN,X65,,,
Doc Plan,7700412520,---,1,Validated,AMORTISSANT MAGNETIQUE ADHESIF,NO VALUE,GDGADM,ET_RENAULT,VEH,X65,,,
Doc Plan,7700412520,--A,2,Validated,AMORTISSANT MAGNETIQUE ADHESIF,NO VALUE,GDGADM,ET_RENAULT,VEH,X65,,,
Doc Plan,2D0013598P,---,1,Validated,AMORTISSANT VIBRATION,DMPR-VIBRATION,z014079,ET_RENAULT,VEH,X92,Finished,Approve|<br/>Approve|<br/>Approve|<br/>Approve,a033370|<br/>ay09430|<br/>ay11167|<br/>ay12284
Doc Plan,801810480R,---,3,Validated,RENFORT CHOC PORTE AV G ASS,"REINF ASSY-IMPACT, LH FR DOOR",GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,801810480R,--A,5,Validated,RENFORT CHOC PORTE AV G ASS,"REINF ASSY-IMPACT, LH FR DOOR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,801810480R,--B,6,Validated,RENFORT CHOC PORTE AV G ASS,"REINF ASSY-IMPACT, LH FR DOOR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,801804653R,---,3,Validated,RENFORT CHOC PORTE AV D ASS,"REINF ASSY-IMPACT, RH FR DOOR",GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,801804653R,--B,6,Validated,RENFORT CHOC PORTE AV D ASS,"REINF ASSY-IMPACT, RH FR DOOR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,2DU691330R,---,1,Frozen,PATCH-OTR WAIST EXTENSION,PATCH-OTR WAIST EXTENSION,z013754,ET_RENAULT,VEH,X79,,,
Doc Plan,2DU691330R,---,2,Validated,PATCH-OTR WAIST EXTENSION,PATCH-OTR WAIST EXTENSION,z013754,ET_RENAULT,VEH,X79,Finished,Approve,z006313
Doc Plan,2DU691330R,--A,3,Validated,PATCH-OTR WAIST EXTENSION,PATCH-OTR WAIST EXTENSION,z013609,ET_RENAULT,VEH,X79,Finished,Approve,z006313
Doc Plan,2DU691330R,--B,4,Validated,PATCH-OTR WAIST EXTENSION,PATCH-OTR WAIST EXTENSION,z013609,ET_RENAULT,VEH,X79,Finished,Approve,z006313
Doc Plan,2DU691330R,--C,5,Validated,PATCH-OTR WAIST EXTENSION,PATCH-OTR WAIST EXTENSION,z013754,ET_RENAULT,VEH,X79,Finished,Approve,z006313
Doc Plan,2DU691330R,--D,6,Frozen,PATCH-OTR WAIST EXTENSION,PATCH-OTR WAIST EXTENSION,z013754,ET_RENAULT,VEH,X79,,,
Doc Plan,2DU691330R,--D,7,Frozen,PATCH-OTR WAIST EXTENSION,PATCH-OTR WAIST EXTENSION,z013754,ET_RENAULT,VEH,X79,,,
Doc Plan,2DU691330R,--D,8,Validated,PATCH-OTR WAIST EXTENSION,PATCH-OTR WAIST EXTENSION,z013754,ET_RENAULT,VEH,X79,Finished,Approve,z006313
Doc Plan,802178027R,---,3,Validated,CADRE MOBILE PORTE AV G ASS,"FRAME ASSY-FR LH DOOR,MOBILE",GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,802178027R,--A,4,Validated,CADRE MOBILE PORTE AV G ASS,"FRAME ASSY-FR LH DOOR,MOBILE",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,802178027R,--B,5,Validated,CADRE MOBILE PORTE AV G ASS,"FRAME ASSY-FR LH DOOR,MOBILE",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,809946100R,---,4,Validated,RENFORT ARTICULATION PORTE AV G,"REINF-FR DOOR HINGE, LH",GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,809946100R,--A,5,Validated,RENFORT ARTICULATION PORTE AV G,"REINF-FR DOOR HINGE, LH",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,809946100R,--B,6,Validated,RENFORT ARTICULATION PORTE AV G,"REINF-FR DOOR HINGE, LH",z009448,ET_RENAULT,VEH,H79,Finished,Approve,z001212
Doc Plan,809944626R,---,5,Validated,RENFORT ARTICULATION PORTE AV D,"REINF-FR DOOR HINGE, RH",GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,809944626R,--A,6,Validated,RENFORT ARTICULATION PORTE AV D,"REINF-FR DOOR HINGE, RH",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,809944626R,--B,7,Validated,RENFORT ARTICULATION PORTE AV D,"REINF-FR DOOR HINGE, RH",z013609,ET_RENAULT,VEH,X79,Finished,Approve,z001212
Doc Plan,801B51082R,---,2,Validated,RAIDISSEUR PANNEAU EXT PORTE AV G ASS,STFNR ASSY- FR LH DOOR OTR PANEL,ADMTE_TOUSR,ET_RENAULT,VEH,H79,,,
Doc Plan,801B51082R,--A,3,Validated,RAIDISSEUR PANNEAU EXT PORTE AV G ASS,STFNR ASSY- FR LH DOOR OTR PANEL,z013754,ET_RENAULT,VEH,H79,Finished,Approve,z006313
Doc Plan,801B45383R,---,2,Validated,RAIDISSEUR PANNEAU EXT PORTE AV D ASS,STFNR ASSY-FR RH DOOR OTR PANEL,ADMTE_TOUSR,ET_RENAULT,VEH,H79,,,
Doc Plan,801B45383R,--A,3,Validated,RAIDISSEUR PANNEAU EXT PORTE AV D ASS,STFNR ASSY-FR RH DOOR OTR PANEL,z013754,ET_RENAULT,VEH,H79,Finished,Approve,z006313
Doc Plan,802118982R,---,3,Validated,CADRE AV PORTE AV G ASS,"FRAME ASSY-FR LH DOOR,FR",GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,802118982R,--A,4,Validated,CADRE AV PORTE AV G ASS,"FRAME ASSY-FR LH DOOR,FR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,802118982R,--B,5,Validated,CADRE AV PORTE AV G ASS,"FRAME ASSY-FR LH DOOR,FR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,8200496173,--J,8,Validated,CADRE PORTE AR G PARTIE AV,"FRAME-RR LH DOOR, FR PART",GDGADM,ET_RENAULT,SYN,B90,,,
Doc Plan,8200496173,--C,1,Validated,CADRE PORTE AR G PARTIE AV,"FRAME-RR LH DOOR, FR PART",GDGADM,ET_RENAULT,VEH,B90,,,
Doc Plan,8200496173,--D,2,Validated,CADRE PORTE AR G PARTIE AV,"FRAME-RR LH DOOR, FR PART",GDGADM,ET_RENAULT,VEH,B90,,,
Doc Plan,8200496173,--E,3,Frozen,CADRE PORTE AR G PARTIE AV,"FRAME-RR LH DOOR, FR PART",GDGADM,ET_RENAULT,VEH,B90,,,
Doc Plan,8200496173,--E,4,Validated,CADRE PORTE AR G PARTIE AV,"FRAME-RR LH DOOR, FR PART",GDGADM,ET_RENAULT,VEH,B90,,,
Doc Plan,8200496173,--F,5,Validated,CADRE PORTE AR G PARTIE AV,"FRAME-RR LH DOOR, FR PART",GDGADM,ET_RENAULT,VEH,B90,,,
Doc Plan,8200496173,--H,6,Validated,CADRE PORTE AR G PARTIE AV,"FRAME-RR LH DOOR, FR PART",a032016,CAC,VEH,B90,,,
Doc Plan,8200496173,--K,10,Validated,CADRE PORTE AR G PARTIE AV,"FRAME-RR LH DOOR, FR PART",z015731,ET_RENAULT,VEH,B90,Finished,Approve,z001212
Doc Plan,8200496173,--L,11,Validated,CADRE PORTE AR G PARTIE AV,"FRAME-RR LH DOOR, FR PART",z015731,ET_RENAULT,VEH,B90,Finished,Approve,z001212
Doc Plan,822770014R,--B,1,Validated,CADRE PORTE AR G PARTIE SUP,"FRAME-RR LH DOOR, UPR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,822770014R,--C,3,Validated,CADRE PORTE AR G PARTIE SUP,"FRAME-RR LH DOOR, UPR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,822770014R,--E,4,Validated,CADRE PORTE AR G PARTIE SUP,"FRAME-RR LH DOOR, UPR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,822770014R,--F,5,Validated,CADRE PORTE AR G PARTIE SUP,"FRAME-RR LH DOOR, UPR",GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,822770014R,--G,11,Validated,CADRE PORTE AR G PARTIE SUP,"FRAME-RR LH DOOR, UPR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,822770014R,--H,12,Refused,CADRE PORTE AR G PARTIE SUP,"FRAME-RR LH DOOR, UPR",py04542,ET_RENAULT,VEH,H79,Stopped,|<br/>Reject|<br/>Approve,ay24668|<br/>bw59069|<br/>ay09059
Doc Plan,822770014R,--H,13,Validated,CADRE PORTE AR G PARTIE SUP,"FRAME-RR LH DOOR, UPR",py04542,ET_RENAULT,VEH,H79,Finished,Approve|<br/>Approve|<br/>Approve,ay24668|<br/>ay09059|<br/>ay23835
Doc Plan,822770014R,--J,14,Frozen,CADRE PORTE AR G PARTIE SUP,"FRAME-RR LH DOOR, UPR",z015731,ET_RENAULT,VEH,H79,,,
Doc Plan,822770014R,--J,15,Validated,CADRE PORTE AR G PARTIE SUP,"FRAME-RR LH DOOR, UPR",z015731,ET_RENAULT,VEH,H79,Finished,Approve,z001212
Doc Plan,822770014R,--K,16,Validated,CADRE PORTE AR G PARTIE SUP,"FRAME-RR LH DOOR, UPR",z015731,ET_RENAULT,VEH,H79,Finished,Approve,z001212
Doc Plan,822170016R,--B,1,Validated,CADRE PORTE AR G PARTIE AR,"FRAME-RR LH DOOR, RR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,822170016R,--C,3,Validated,CADRE PORTE AR G PARTIE AR,"FRAME-RR LH DOOR, RR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,822170016R,--D,4,Validated,CADRE PORTE AR G PARTIE AR,"FRAME-RR LH DOOR, RR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,822170016R,--E,5,Validated,CADRE PORTE AR G PARTIE AR,"FRAME-RR LH DOOR, RR",GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,822170016R,--F,12,Validated,CADRE PORTE AR G PARTIE AR,"FRAME-RR LH DOOR, RR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,822170016R,--G,13,Validated,CADRE PORTE AR G PARTIE AR,"FRAME-RR LH DOOR, RR",z015731,ET_RENAULT,VEH,H79,Finished,Approve,z001212
Doc Plan,8200449077,--D,7,Validated,EQUERRE INF SP CADRE AR MBL P/AR G ASS,STFNR-RR LH DOOR OTR PANEL,GDGADM,ET_RENAULT,SYN,FR90,,,
Doc Plan,8200449077,--E,8,Validated,EQUERRE INF SP CADRE AR MBL P/AR G ASS,STFNR-RR LH DOOR OTR PANEL,ADMTE_TOUSR,ET_RENAULT,VEH,FR90,,,
Doc Plan,8200449077,--F,9,Validated,EQUERRE INF SP CADRE AR MBL P/AR G ASS,STFNR-RR LH DOOR OTR PANEL,ADMTE_TOUSR,ET_RENAULT,VEH,FR90,,,
Doc Plan,8200449077,--G,10,Validated,EQUERRE INF SP CADRE AR MBL P/AR G ASS,STFNR-RR LH DOOR OTR PANEL,ADMTE_TOUSR,ET_RENAULT,VEH,FR90,,,
Doc Plan,8200449077,--H,11,Validated,EQUERRE INF SP CADRE AR MBL P/AR G ASS,STFNR-RR LH DOOR OTR PANEL,ADMTE_TOUSR,ET_RENAULT,VEH,FR90,,,
Doc Plan,8200449077,--J,12,Validated,EQUERRE INF SP CADRE AR MBL P/AR G ASS,STFNR-RR LH DOOR OTR PANEL,ADMTE_TOUSR,ET_RENAULT,VEH,FR90,,,
Doc Plan,8200449077,--B,5,Validated,EQUERRE INF SP CADRE AR MBL P/AR G ASS,STFNR-RR LH DOOR OTR PANEL,GDGADM,ET_RENAULT,VEH,FR90,,,
Doc Plan,8200449077,--C,6,Validated,EQUERRE INF SP CADRE AR MBL P/AR G ASS,STFNR-RR LH DOOR OTR PANEL,GDGADM,ET_RENAULT,VEH,FR90,,,
Doc Plan,8200449077,--K,13,Refused,EQUERRE INF SP CADRE AR MBL P/AR G ASS,STFNR-RR LH DOOR OTR PANEL,pm14192,ET_RENAULT,VEH,FR90,Stopped,Approve|<br/>|<br/>,ay12985|<br/>ay31424|<br/>ay24668
Doc Plan,8200449077,--K,14,Frozen,EQUERRE INF SP CADRE AR MBL P/AR G ASS,STFNR-RR LH DOOR OTR PANEL,pm14192,ET_RENAULT,VEH,FR90,,,
Doc Plan,8200449077,--K,15,Refused,EQUERRE INF SP CADRE AR MBL P/AR G ASS,STFNR-RR LH DOOR OTR PANEL,pm14192,ET_RENAULT,VEH,FR90,Stopped,|<br/>Approve|<br/>Reject,ay31424|<br/>ay12985|<br/>ay24668
Doc Plan,8200449077,--K,16,Validated,EQUERRE INF CADRE MOBILE P/AR G ASS,"BRKT ASSY-RR LH DOOR MOBILE FRAME, LWR",py06210,ET_RENAULT,VEH,FR90,Finished,Approve|<br/>Approve,ay12985|<br/>ay24668
Doc Plan,8200275566,--G,7,Validated,CADRE AR MOBILE PORTE AR G,"FRAME-FR LH DOOR,MOBILE",GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200275566,--H,8,Validated,CADRE AR MOBILE PORTE AR G,"FRAME-FR LH DOOR,MOBILE",GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200275566,--J,11,Validated,CADRE AR MOBILE PORTE AR G,"FRAME-LH RR DOOR , ADJ RR",GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200275566,--K,16,Validated,CADRE AR MOBILE PORTE AR G,"FRAME-LH RR DOOR , ADJ RR",GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200275566,--B,1,Validated,CADRE AR MOBILE PORTE AR G,"FRAME-FR LH DOOR,MOBILE",GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200275566,--C,2,Validated,CADRE AR MOBILE PORTE AR G,"FRAME-FR LH DOOR,MOBILE",GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200275566,--D,3,Validated,CADRE AR MOBILE PORTE AR G,"FRAME-FR LH DOOR,MOBILE",GDGADM,ET_RENAULT,VEH,L90,,,
Doc Plan,8200275566,--F,5,Frozen,CADRE AR MOBILE PORTE AR G,"FRAME-FR LH DOOR,MOBILE",GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200275566,--F,6,Validated,CADRE AR MOBILE PORTE AR G,"FRAME-FR LH DOOR,MOBILE",GDGADM,ET_RENAULT,SYN,L90,,,
Doc Plan,8200275566,--L,17,Validated,CADRE AR MOBILE PORTE AR G,"FRAME-LH RR DOOR , ADJ RR",z015731,ET_RENAULT,VEH,L90,Finished,Approve,z001212
Doc Plan,822377037R,---,2,Validated,EQUERRE SUP CADRE MOBILE P/AR G ASS,"BRKT ASSY-RR LH DOOR MOBILE FRAME, UPR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,822377037R,--A,3,Validated,EQUERRE SUP CADRE MOBILE P/AR G ASS,"BRKT ASSY-RR LH DOOR MOBILE FRAME, UPR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,822377037R,--B,4,Validated,EQUERRE SUP CADRE MOBILE P/AR G ASS,"BRKT ASSY-RR LH DOOR MOBILE FRAME, UPR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,822377037R,--C,5,Validated,EQUERRE SUP CADRE MOBILE P/AR G ASS,"BRKT ASSY-RR LH DOOR MOBILE FRAME, UPR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,822377037R,--D,6,Validated,EQUERRE SUP CADRE MOBILE P/AR G ASS,"BRKT ASSY-RR LH DOOR MOBILE FRAME, UPR",GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,822377037R,--E,7,Validated,EQUERRE SUP CADRE MOBILE P/AR G ASS,"BRKT ASSY-RR LH DOOR MOBILE FRAME, UPR",GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,822377037R,--F,8,Validated,EQUERRE SUP CADRE MOBILE P/AR G ASS,"BRKT ASSY-RR LH DOOR MOBILE FRAME, UPR",GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,822377037R,--G,9,Validated,EQUERRE SUP CADRE MOBILE P/AR G ASS,"BRKT ASSY-RR LH DOOR MOBILE FRAME, UPR",GDGADM,ET_RENAULT,SYN,H79,,,
Doc Plan,822377037R,--H,13,Validated,EQUERRE SUP CADRE MOBILE P/AR G ASS,"BRKT ASSY-RR LH DOOR MOBILE FRAME, UPR",GDGADM,ET_RENAULT,VEH,H79,,,
Doc Plan,822170608R,---,1,Validated,CADRE PORTE AR G PARTIE AR,FRAME-RR PART RR LH DOOR,GDGADM,ET_RENAULT,SYN,H79,,,
