Level;Name/Id;Index (Revision);Versión;Maturity.x;Designation.x;English Designation;Ruta;Route State;Tarea;Assignee;Approval Status;Comentarios;Field of Expertise;Designation.y;Maturity.y;n;total;riesgo;ELTDEC_numero;ELTDEC_designation;FAM_code;FCT_numero;FCT_nature;FCT_designation;FCT_BE_resp;VAR_numero;VAR_type;VAR_argument_produit_1;VAR_argument_produit_2;VAR_prix_previ;VAR_masse_previ;SOL_numero;SOL_site_production;SOL_sce;SOL_appariement;ESO_numero;ESO_etat;ESO_num_appro;ESO_date_histo;ESO_num_PG;ESO_commonalite;ESO_commentaire;ESO_designation_PG;ESO_code_SH;ESO_fourn_pilote;ESO_type_concur;ESO_mas_prob;ESO_mas_recy;ESO_risque;ESO_ecart_mas1;ESO_ecart_mas2;ESO_potentiel;ESO_coef;ESO_design_dos_fct;ESO_BE_resp;ESO_indice_dos_fct;AFU_int_site;AFU_int_sce;AFU_int_validite;AFU_ext_site;AFU_ext_sce;AFU_ext_validite;ECO_statut;ECO_sol_ext;ECO_parallel_set_cod;ECO_commentaire;PIE_numero;PIE_designation;PIE_type;PIE_BE_resp;PIE_sce_gest;PIE_sce_colead;PIE_ldr_conception;PIE_Nis_pie_numero;PIE_unite;AFF_POI_site;AFF_POI_sce;AFF_POI_validite;AFF_POE_site;AFF_POE_sce;AFF_POE_validite;AFF_uti_SIGNE;AFF_uti_G2B;PIE_cod_RSE;PIE_vital_part;PIE_code_nature;PIE_code_techno;PIE_sct_ach;PIE_fournisseur;PIE_cod_fab;PIE_source;PIE_gest_MDS;PIE_prix_std;PIE_prix_hors_amort;PIE_inducteur1;PIE_inducteur2;PIE_creation_comment;PIE_gest_PPU;PIE_maj_PPU;PIEIND_indice;PIEIND_statut;PIEIND_Dernier_indice;PIEIND_Dernier_statut;PIEIND_marquage_pays;PIEIND_masse;PIEIND_type_masse;PIEIND_nuance_protection;PIEIND_epaisseur;PIEIND_typologie;DOCTECH_BE_resp;DOCTECH_type;DOCTECH_indice;DOCTECH_indice_mineur;DOCTECH_flag_nis;causa_rechazo;validacion_andres
1;2D0024255P;---;1;Refused;ANTENNE RADIO;ANTENNA-RADIO;R-0097439;Stopped;"IT-0313610
IT-0313611
IT-0313612
IT-0313613";"a008106
a073500
a030348
z003908";"Approve
Approve
Reject
Approve";"Ma proposition UN-R26 de nota en planche 1/X avec CSR 071


-	Valeur de rayons contactable sur véhicule par une sphère de diamètre 100 mm :
R > 2.5 mm minimum pour une saillie > 5 mm 
R > 5 mm minimum pour une saillie > 5 mm en zone pare-choc (pour la Chine)
R douci > 0.5 mm minimum si la saillie < 5 mm
R < 0.5 mm si la saillie < 1.5 mm

-	Implantation
Doit se trouver à 10 cm à l'intérieur de l'arête extrême du véhicule
Avoir une saillie maxi  < 40 mm en avant du point R ou 70 mm maxi en arrière du point R 
ou dans les deux cas pour une saillie supérieure se casser ou plier dans la limite de saillie autorisée sans générer d'arête tranchante ou dangereuse sous teste d'effort de 50 dan 

-	Pour les antennes en self certification :
le numéro homologation de conformité pièce fournisseur au R26 délivré par les Autorités compétentes doit apparaitre au plan et gravé sur la pièce
OK";"
POOL_COMPATIBILITE ELECTROMAGNETIQUE
POOL_SAILLIE EXTERIEURE
POOL_INFLAMMABILITE MATERIAU";ANTENNE RADIO;Refused;1;2;0,5;95;MULTIMEDIA ET AFFICHAGES;XHA;F15369;Fonction;ANTENNE;Renault;5;Projet;HHA PH2 RUSSIE SSNAV;;NA;NA;2;;0RDBA;NA;2;Valide;"	";03/06/2019;F15369/AA;NA;;ANTENNE RADIO 1;8529.1;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;ORU;0RDBA;Officielle;;;;BE;;NA;;282068056R;ANTENNE RADIO;PIE;Renault;65400;;Renault;NA; PCE Pièce, Unité;;;;EXT;65400;Officielle; MOP,ORU,REV,UPL,BUR,VAL,RSM,PAL,UAS,UGB,RMA,TAN,ORA,OCM;NA;R-E;NA;-;;;CALEARO ANTENNE S.P.A.;V1;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Nouvelle famille véhicule (hors Standardisation);;;;---;BE;---;BE;NA;0,053;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;---;2;;técnico;
1;2D0023664P;#¿NOMBRE?;4;Refused;MICROPHONE;MICROPHONE;R-0101234;Stopped;"IT-0326265
IT-0326266
IT-0326267
IT-0326268";"POOL_CHOC LAT PRTN OCCUPANT
POOL_AMENAGEMENT INTERIEUR
POOL_CHOC LAT PRTN OCCUPANT
a072720";"None
None
None
Reject";Renault cartouche:2 R mentioned while 3 régulations applicable --> to be corrected.;;MICROPHONE;Refused;2;6;0,3333333;95;MULTIMEDIA ET AFFICHAGES;X52;F15368;Fonction;MICROPHONE;Renault;5;Projet;WB MICROPHONE - CIRCLE VERY LIGHT GREY;;NA;NA;1;;0M000;NA;1;Valide;"	";13/08/2018;F15368/AA;NA;;MICROPHONE;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; TOA,OCM,COR,ORA,TAN,RMA,MOP,UAS;0RDBA;Officielle;;;;BE;;NA;;283125920R;MICROPHONE;PIE;Renault;0M000;XCP;Renault;NA; PCE Pièce, Unité;;;;EXT;0M000;Officielle; CHN,MOP,TCM,VAL,COR,TAN,BUR,DPE,ORA,REV,UPL,ORU,RMA,TOA,UAS,OCM;NA;R-E;NA;-;WKR;;HOSIDEN BESSON LTD;T2;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Montée en gamme / Nouvelle teinte;;;;--C;BE;--C;BE;NA;0,009;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;7;;técnico;
1;2D0025191P;---;1;Refused;CLUSTER;CLUSTER;R-0078944;Stopped;"IT-0251582
IT-0251583
IT-0251584";"a030346
la00222
la00637";"None
Reject
Approve";"NC
All OK - Parts 3D and Drawing 2D";"

All OK - Parts 3D and Drawing 2D";A TRADUIRE;Refused;1;1;1;95;MULTIMEDIA ET AFFICHAGES;XHA;F10668;Fonction;TABLEAU BORD;Renault;1;Projet;HHA SAUF H4K;;NA;NA;10;;0RDBA;NA;1;Valide;"	";26/06/2019;F10668/AA;NA;;TABLEAU BORD;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;UAS;0RDBA;Officielle;;;;BE;;NA;;248101797R;TABLEAU BORD;PIE;Renault;0RDBA;;Renault;NA; PCE Pièce, Unité;;;;EXT;0RDBA;Officielle;UAS;NA;R-E;NA;-;WER;;;58;;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;;;;---;BE;---;BE;NA;0,66;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;7;;procedimiento;
1;2D0003004P;#¿NOMBRE?;5;Refused;TRANSMISSION AV G;TRANS-FR DRIVE, LH;R-0029623;Stopped;IT-0097711;a031839;Reject;drawing non conform;;TRANSMISSION AV G;Refused;2;6;0,3333333;B2;TRANSMISSION;XBB;F11428;Fonction;TRANSMISSION AVANT GAUCHE;Renault;1;Projet;BBB;;NA;NA;2;;31MAA;NA;1;Valide;"	";31/07/2015;F11428/AA;NA;;TRANSMISSION AV G;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;UAS;31MAA;Officielle;;;;BE;;NA;;391018618R;TRANSMISSION AV G;PIE;Renault;21MAA;KZ4;Renault;NA; PCE Pièce, Unité;;;;EXT;31MAA;Officielle; CHN,UAS;NA;-S-;NA;-;;;NEXTEER AUTOMOTIVE INDIA PVT;FB;;Oui;NA;NA;Gestion Documentaire;Assemblé;CREATION VIA VPM;;;--C;BE;--C;BE;NA;4,47;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;--C;7;;forma;
1;2D0019728P;---;1;Refused;TRANSMISSION AV G;TRANS-FR DRIVE, LH;R-0061662;Stopped;"IT-0195941
IT-0195942
IT-0195943
IT-0195944
IT-0195945
IT-0195946";"bw58548
a029942
ay09388
bw60262
ay11475
ay25145";"Approve
Reject
Approve
Approve
None
None";"Add in the GKN 3S Stamp : 00.10.040 in the """"ref construct"""" cell
Section V-V :

Incorrect section V-V shall be perpendicular to the helix direction and not perpendicular to the axis of grooved cylinder, incorrect any profile line?, correct it ASAP!

Detail 12:
	-missing coaxiality / ?/B for the diam phi20.6+/-0.2!
Pour toutes nouvelles RFQ, merci d'appliquer les exigences des fiches de prescription matière; si nécessaire, voir avec DEA-TC-M1 (ROCHETTE Muriel)";"POOL_MATERIAUXORGANIQUESDE-M
Sécuritaire
POOL_LTL_ISO_RTR
POOL_MATERIAUXMETALLIQUES

";TRANSMISSION AV G;Refused;1;3;0,3333333;B2;TRANSMISSION;X79;ASS002012;Fonction;TRANSMISSION AV G ASS;Renault;3;Projet; H79 4X2 K9K, F4R TL4/ F4R TS4 : TRAIN 25 C - (NTN);;NA;NA;8;;31MAA;NA;1;Valide;"	 391017454R";19/12/2018;ASS002012;NA;;TRANSMISSION AV G ASS;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;CHN;31MAA;Officielle;;;;BE;;NA;;391014047R;TRANSMISSION AV G;PIE;Renault;PWT;XCP;Renault;NA; PCE Pièce, Unité;;;;EXT;31MAA;Officielle;CHN;NA;-S-;NA;-;XRR;;GKN DRIVELINE INDIA LIMITED;Z1;;Oui;NA;NA;Prestations Véhicules et Organes;Résolution pb Qualité - Fiab / LUP QC / SdF / SGP;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;6,34;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;3;;técnico;
1;2D0019733P;---;1;Refused;TRANSMISSION AV G;TRANS-FR DRIVE, LH;R-0061694;Stopped;"IT-0196013
IT-0196014
IT-0196012
IT-0196015
IT-0196016
IT-0196017";"ay25145
a029942
ay11475
ay09388
bw60262
bw58548";"None
Reject
None
Approve
Approve
Approve";"Add in the GKN 3S Stamp : 00.10.040 in the """"ref construct"""" cell

Section V-V :

Incorrect section V-V shall be perpendicular to the helix direction and not perpendicular to the axis of grooved cylinder, incorrect any profile line?, correct it ASAP!

Detail 12:
	-missing coaxiality / ?/B for the diam phi20.6+/-0.2!

AARI 2300:
	-straightness 0.01/ roundness 0.01, please put the arrow head on the extension line!
Pour toutes nouvelles RFQ, merci d'appliquer les exigences des fiches de prescription matière; si nécessaire, voir avec DEA-TC-M1 (ROCHETTE Muriel)";"
Sécuritaire

POOL_LTL_ISO_RTR
POOL_MATERIAUXMETALLIQUES
POOL_MATERIAUXORGANIQUESDE-M";TRANSMISSION AV G;Refused;1;2;0,5;B2;TRANSMISSION;X79;ASS002012;Fonction;TRANSMISSION AV G ASS;Renault;5;Projet; H79  4X2 K9K,K4M,H4M JXQ: TRAIN 25 C- (NTN);;NA;NA;9;;31MAA;NA;1;Valide;"	";14/12/2018;ASS002012;NA;;TRANSMISSION AV G ASS;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;CHN;31MAA;Officielle;;;;BE;;NA;;391014559R;TRANSMISSION AV G;PIE;Renault;PWT;XCP;Renault;NA; PCE Pièce, Unité;;;;EXT;31MAA;Officielle;CHN;NA;-S-;NA;-;XRR;;GKN DRIVELINE INDIA LIMITED;UT;;Oui;NA;NA;Prestations Véhicules et Organes;Résolution pb Qualité - Fiab / LUP QC / SdF / SGP;;;;---;BE;---;BE;NA;6,34;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;---;2;;técnico;
1;2D0006567P;---;2;Refused;TRANSMISSION AV G;TRANS-FR DRIVE, LH;R-0021420;Stopped;"Route Node
IT-0071796
IT-0071797
IT-0071798";"ay28634
a191914
ay28634
ay09388";"
Approve
Reject
Approve";"Reject Administratif
Please analyse and correct ASAP before TGA!

Sh 1/2:
- Missing cleanliness requirements;
- Missing requirements accordingly standard 0060210!
- Symbol CSR without S in detail to to left side.
- rad instead Rad;
-the labels looks to be handmade and are not visible!
-missing labels: vehicle axis; recycling, !
Sh 2/2:
-SECTION V-V: 
-the profile any line is not correctly presented.
-any profile surface 0.3, has no dimensions   in TED!
-DETAIL 10: 
	- diam 50,1 has  no coaxiality related to  A!
- Missing the symbol for the direction of the roughness lays for the surface with ED , ad it!
- Roundness + cylindricity shall has the arrow frame leader in contact with the surface!
-Table of INBOARD/  OUTBOARD JOINT:
	-No accuracy class of splines mentioned!
- MAIN VIEW:
	- remove symbol M for MMC from separate compartment of frame, it is a great mistake because we don?t know to which is dedicated  to the tolerance zone or to C Datum?
	- The PHI  PITCH could be interpreted as PITCH DIAMETER of SPLINES, but Define Datum B and remove the compartment  SPLNES, this symbolisation is not allowed, B seems to be the major diameter of spline and is a must to be PITCH DIAMETER!
	- Straightens and roundness shall have the arrow frame leader not aligned with the dimension, please correct it and put on the extension line!
- Datum A seems to be the major diameter of splines and is a must to be PITCH DIAMETER!     Please add PCD under and remove the compartment SPLNES!";"


ISO";TRANSMISSION AV G;Refused;1;3;0,3333333;B2;TRANSMISSION;X79;ASS002012;Fonction;TRANSMISSION AV G ASS;Renault;17;Projet;JR5 / H4M / X79;;NA;NA;1;;0B000;NA;1;Valide;"	";09/11/2018;ASS002012;NA;;TRANSMISSION AV G ASS;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; VUC,UAS;0B000;Officielle;;;;BE;;NA;;391017602R;TRANSMISSION AV G;PIE;Renault;0B000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0B000;Officielle; UAS,VUC;NA;-S-;NA;-;XRR;;GKN DO BRASIL LTDA;T9;;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;6,42;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;4;;técnico;
1;391008239R;#¿NOMBRE?;5;Refused;TRANSMISSION AV D;TRANS-FR DRIVE, RH;R-0032837;Stopped;"IT-0108490
IT-0108491
IT-0108492";"ay25145
a029942
ay25145";"Approve
Approve
None";Projet véhicule dont le précontrat est antérieur à la nouvelle SDRM et au plan type RSH (12/2015) et conforme au PLF de consultation;;TRANSMISSION AV D;Refused;1;2;0,5;B2;TRANSMISSION;X52;F11426;Fonction;TRANSMISSION AVANT DROITE;Renault;15;Projet;K9K BVR6 TS4;;NA;NA;1;;31LOS;NA;1;Valide;"	";30/04/2015;F11426/AA;NA;;TRANSMISSION AV D;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; TAN,MOP;31LOS;Officielle;;;;BE;;NA;;391008239R;TRANSMISSION AV D;PIE;Renault;0B000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0B000;Officielle; UPL,BUR,REV,MOP,TAN,ORA;NA;-S-;NA;-;XRR;;NTN TRANSMISSIONS EUROPE;V8;;Oui;NA;NA;Gestion Documentaire;Assemblé;CREATION VIA VPM;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;5,95;Pesée pièce série;;;Plan de définition obligatoire;Renault;Plan;#¿NOMBRE?;6;;técnico;
1;2D0007844P;---;1;Refused;TRANSMISSION AV D;TRANS-FR DRIVE, RH;R-0025861;Stopped;"IT-0086351
IT-0086352
IT-0086353
IT-0086354
IT-0086355";"a191914
ay10867
bw60262
ay09388
ay15799";"Approve
Reject
Approve
Approve
Approve";"REJET ADMINISTRATIV
MAJ plan FNR indice FNR et tableau acoustique

-	ISO format for Borders- missing the grid and trimmed format;
-	Sh1/2: 
-	NOTE 2: 
o	missing unities for treatment depth
o	I didn?t found 3 times the symbol for Security Regulations on the drawing and in the Title Bock of Renault are mentioned 3xS !
o	dB instead db!

-	Sh 2/2
o	Missing hatches in the sections;
o	Roughness symbol without any value at the left side 
o	Missing coaxiality of M20x1.5-6g related to Datum A!
Tableau composants mal documenté: pour les matières en caoutchouc:  ajouter le N° de FRM correspondantes pour SOUFFLET PTJ; Si non ajoutez une date de réalisation sous la forme de RESERVE ;";"

POOL_MATERIAUX METALLIQUES
ISO
";TRANSMISSION AV D;Refused;1;3;0,3333333;B2;TRANSMISSION;X79;ASS001992;Fonction;TRANSMISSION AV D ASS;Renault;24;Projet;X79 TL8 K9K;;NA;NA;1;;0B000;NA;1;Valide;"	";08/03/2018;ASS001992;NA;;TRANSMISSION AV D ASS;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;; ORU,MOP,CHN;0B000;Officielle;;;;BE;;NA;;391009570R;TRANSMISSION AV D;PIE;Renault;0B000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0B000;Officielle; MOP,CHN,ORU;NA;-S-;NA;-;XRR;;NTN TRANSMISSIONS EUROPE;H7;;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;;;;#¿NOMBRE?;BE;#¿NOMBRE?;BE;NA;6,48;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;#¿NOMBRE?;3;;técnico;
1;2D0003004P;#¿NOMBRE?;3;Refused;TRANSMISSION AV G;TRANS-FR DRIVE, LH;R-0019888;Stopped;IT-0066694;a033153;Reject;SEE MAIL;;TRANSMISSION AV G;Refused;2;6;0,3333333;B2;TRANSMISSION;XBB;F11428;Fonction;TRANSMISSION AVANT GAUCHE;Renault;1;Projet;BBB;;NA;NA;2;;31MAA;NA;1;Valide;"	";31/07/2015;F11428/AA;NA;;TRANSMISSION AV G;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;UAS;31MAA;Officielle;;;;BE;;NA;;391018618R;TRANSMISSION AV G;PIE;Renault;21MAA;KZ4;Renault;NA; PCE Pièce, Unité;;;;EXT;31MAA;Officielle; CHN,UAS;NA;-S-;NA;-;;;NEXTEER AUTOMOTIVE INDIA PVT;FB;;Oui;NA;NA;Gestion Documentaire;Assemblé;CREATION VIA VPM;;;--C;BE;--C;BE;NA;4,47;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;--C;7;;técnico;
1;2D0019732P;---;1;Refused;TRANSMISSION AV D;TRANS-FR DRIVE, RH;R-0061688;Stopped;"IT-0196328
IT-0196329
IT-0196330
IT-0196331
IT-0196332
IT-0196333";"ay11475
ay25145
ay09388
bw60262
POOL_MATERIAUX ORGANIQUES DE-M
a029942";"None
None
Approve
Approve
None
Reject";"Section V-V :
 Incorrect section V-V shall be perpendicular to the helix direction and not perpendicular to the axis of grooved cylinder, incorrect any profile line?, correct it ASAP!
AARI2300:
Run-out /1/D-C, put the arrow on the surface and not aligned with the dimension!
Pour toutes nouvelles RFQ, merci d'appliquer les exigences des fiches de prescription matière; si nécessaire, voir avec DEA-TC-M1 (ROCHETTE Muriel)

Add in the GKN 3S Stamp : 00.10.040 in the """"ref construct"""" cell";"

POOL_LTL_ISO_RTR
POOL_MATERIAUXMETALLIQUES

Sécuritaire";TRANSMISSION AV D;Refused;1;2;0,5;B2;TRANSMISSION;X79;ASS001992;Fonction;TRANSMISSION AV D ASS;Renault;5;Projet;H79 4X2 JXQ:TRAN 25C-(NTN)-PALIER RELAIS;;NA;NA;10;;31MAA;NA;1;Valide;"	";14/12/2018;ASS001992;NA;;TRANSMISSION AV D ASS;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;CHN;31MAA;Officielle;;;;BE;;NA;;391009338R;TRANSMISSION AV D;PIE;Renault;PWT;XCP;Renault;NA; PCE Pièce, Unité;;;;EXT;31MAA;Officielle;CHN;NA;-S-;NA;-;XRR;;GKN DRIVELINE INDIA LIMITED;AD;;Oui;NA;NA;Prestations Véhicules et Organes;Résolution pb Qualité - Fiab / LUP QC / SdF / SGP;;;;---;BE;---;BE;NA;8,3;Pesée pièce série;;;Plan et Num 3D obligatoires;Renault;Plan;---;2;;técnico;
1;2D0006569P;---;2;Refused;TRANSMISSION AV G;TRANS-FR DRIVE, LH;R-0021422;Stopped;"Route Node
IT-0071802
IT-0071803
IT-0071804";"ay28634
a191914
ay09388
ay28634";"
Approve
Approve
Reject";"Please analyse and correct ASAP before TGA!

Sh 1/2:
- Missing cleanliness requirements;
- Missing requirements accordingly standard 0060210!
- Symbol CSR without S in detail to to left side.
- rad instead Rad;
-the labels looks to be handmade and are not visible!
-missing labels: vehicle axis; recycling, !
Sh 2/2:
-SECTION V-V: 
-the profile any line is not correctly presented.
-any profile surface 0.3, has no dimensions   in TED!
-DETAIL 10: 
	- diam 50,1 has  no coaxiality related to  A!
- Missing the symbol for the direction of the roughness lays for the surface with ED , ad it!
- Roundness + cylindricity shall has the arrow frame leader in contact with the surface!
DETAIL 3:
	- missing the form and dimensions in TED for the specific  surface 
Table of INBOARD/  OUTBOARD JOINT:
	-No accuracy class of splines mentioned!
- MAIN VIEW:
	- remove symbol M for MMC from separate compartment of frame, it is a great mistake because we don?t know to which is dedicated, to the tolerance zone or to C Datum?
	- The PHI  PITCH could be interpreted as PITCH DIAMETER of SPLINES, but Define Datum B and remove the compartment  SPLNES, this symbolisation is not allowed, B seems to be the major diameter of spline and is a must to be PITCH DIAMETER!
	- Straightens and roundness shall have the arrow frame leader not aligned with the dimension, please correct it and put on the extension line!
- Datum A seems to be the major diameter of splines and is a must to be PITCH DIAMETER!     Please add PCD under and remove the compartment SPLNES!
Rejet Administratif";"

ISO
";TRANSMISSION AV G;Refused;1;4;0,25;B2;TRANSMISSION;X52;F11428;Fonction;TRANSMISSION AVANT GAUCHE;Renault;2;Projet; MOT : K9K, H4BT - JRX DIFF FERME;;NA;NA;2;;0B000;NA;1;Valide;"	";31/08/2015;F11428/AA;NA;;TRANSMISSION AV G;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;UAS;0B000;Officielle;;;;BE;;NA;;391016631R;TRANSMISSION AV G;PIE;Renault;0B000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0B000;Officielle;UAS;NA;-S-;NA;-;XRR;;GKN DO BRASIL LTDA;JE;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Montée en gamme / Nouvelle teinte;CREATION VIA VPM;;;--C;BE;--C;BE;NA;4,8;Calculée;;;Plan de définition obligatoire;Renault;Plan;#¿NOMBRE?;6;;técnico;
1;2D0006568P;---;2;Refused;TRANSMISSION AV G;TRANS-FR DRIVE, LH;R-0021421;Stopped;"
Route Node
IT-0071799
IT-0071800
IT-0071801";"
ay28634
ay28634
ay09388
a191914";"

Reject
Approve
Approve";"Reject Administratif
Please analyse and correct ASAP before TGA!

Sh 1/2:
- Missing cleanliness requirements;
- Missing requirements accordingly standard 0060210!
- Symbol CSR without S in detail to to left side.
- rad instead Rad;
-the labels looks to be handmade and are not visible!
-missing labels: vehicle axis; recycling, !
Sh 2/2:
-SECTION V-V: 
-the profile any line is not correctly presented.
-any profile surface 0.3, has no dimensions   in TED!
-DETAIL 10: 
	- diam 50,1 has  no coaxiality related to  A!
- Missing the symbol for the direction of the roughness lays for the surface with ED , ad it!
- Roundness + cylindricity shall has the arrow frame leader in contact with the surface!
-DETAIL 3:
	- missing the form and dimensions in TED for the specific  surface 
-Table of INBOARD/  OUTBOARD JOINT:
	-No accuracy class of splines mentioned!
- MAIN VIEW:
	- remove symbol M for MMC from separate compartment of frame, it is a great mistake because we don?t know to which is dedicated  to the tolerance zone or to C Datum?
	- The PHI  PITCH could be interpreted as PITCH DIAMETER of SPLINES, but Define Datum B and remove the compartment  SPLNES, this symbolisation is not allowed, B seems to be the major diameter of spline and is a must to be PITCH DIAMETER!
	- Straightens and roundness shall have the arrow frame leader not aligned with the dimension, please correct it and put on the extension line!
- Datum A seems to be the major diameter of splines and is a must to be PITCH DIAMETER!     Please add PCD under and remove the compartment SPLNES!";"


ISO
";TRANSMISSION AV G;Refused;1;5;0,2;B2;TRANSMISSION;X52;F11428;Fonction;TRANSMISSION AVANT GAUCHE;Renault;18;Projet;H4M / BL52;;NA;NA;1;;0B000;NA;1;Valide;"	";21/09/2015;F11428/AA;NA;;TRANSMISSION AV G;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;UAS;0B000;Officielle;;;;BE;;NA;;391012502R;TRANSMISSION AV G;PIE;Renault;0B000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0B000;Officielle;UAS;NA;-S-;NA;-;XRR;;GKN DO BRASIL LTDA;91;;Oui;NA;NA;Industrialisation - Capacitaire et Sourcings;Nouvelle industrialisation / Intégration locale;;;;--C;BE;--C;BE;NA;5,1;Calculée;;;Plan et Num 3D obligatoires;Renault;Plan;--C;6;;técnico;
1;2D0006566P;---;3;Refused;TRANSMISSION AV D;TRANS-FR DRIVE, RH;R-0021419;Stopped;"Route Node
IT-0071793
IT-0071794
IT-0071795";"ay28634
ay28634
ay09388
a191914";"
Reject
Approve
Approve";"Reject Administratif
Please analyse and correct ASAP before TGA!

Sh 1/2:
- Missing cleanliness requirements;
- Missing requirements accordingly standard 0060210!
- Symbol CSR without S in detail to to left side.
- rad instead Rad;
-the labels looks to be handmade and are not visible!
-missing labels: vehicle axis; recycling, !

Sh 2/2:
-SECTION V-V: 
-he profile any line is not correctly presented.
-any profile surface 0.3, has no dimensions   in TED!
-DETAIL 10: 
	- diam 50,1 has  no coaxiality related to  A!
- Missing the symbol for the direction of the roughness lays for the surface with ED , ad it!
- Roundness + cylindricity  shall has the arrow frame leader in contact with the surface!
-Table of INBOARD/  OUTBOARD JOINT:
	-No accuracy class of splines mentioned!
-DETAIL 3:
	- missing the form and dimensions in TED for the specific  surface 
- MAIN VIEW:
	- remove symbol M for MMC from separate compartment of frame, it is a great mistake because we don?t know to which is dedicated  to the tolerance zone or to C Datum?
	- The PHI  PITCH could be interpreted as PITCH DIAMETER of SPLINES, but Define Datum B and remove the compartment  SPLNES, this symbolisation is not allowed, B seems to be the major diameter of spline and is a must to be PITCH DIAMETER!
	- Straightens and roundness shall have the arrow frame leader not aligned with the dimension, please correct it and put on the extension line!
- Datum A seems to be the major diameter of splines and is a must to be PITCH DIAMETER!     Please add PCD under and remove the compartment SPLNES!";"

IXSO
";TRANSMISSION AV D;Refused;1;4;0,25;B2;TRANSMISSION;X52;F11426;Fonction;TRANSMISSION AVANT DROITE;Renault;2;Projet; MOT : K9K, H4BT - JRX DIFF FERME;;NA;NA;2;;0B000;NA;1;Valide;"	";31/08/2015;F11426/AA;NA;;TRANSMISSION AV D;;NA;Fournisseur;NA;NA;NA;NA;NA;NA;1;NA;;;UAS;0B000;Officielle;;;;BE;;NA;;391009330R;TRANSMISSION AV D;PIE;Renault;0B000;;Renault;NA; PCE Pièce, Unité;;;;EXT;0B000;Officielle;UAS;NA;-S-;NA;-;XRR;;GKN DO BRASIL LTDA;7W;;Oui;NA;NA;Design - Montée en Gamme - Teintes;Montée en gamme / Nouvelle teinte;CREATION VIA VPM;;;--C;BE;--C;BE;NA;6,59;Calculée;;;Plan de définition obligatoire;Renault;Plan;#¿NOMBRE?;7;;técnico;
